"Radicado Inicial","Fecha Ingreso","Nombre Entidad Reguladora","Nombre Proyecto","Sector","Fecha salida abogacia","Recomendación SIC y/o Aparte","Norma Regulatoria Definitiva","Acoge Comentarios SIC","Resumen"
"19-185476","2019 Aug 16 12:00:00 AM","Comisión de Regulación de Energía y Gas","Proyecto de Resolución ""Condiciones de competencia para el mecanismo de contratación establecido en la Resolución 40590 de 2019 del Ministerio de Minas y Energía""","Minas y Energía","2019 Sep 02 12:00:00 AM","La Superintendencia no formuló recomendaciones sobre el proyecto.","Resolución 106 del 04 de septiembre de 2019","N/A","El Proyecto busca definir una condición de competencia para una asignación de contratos de largo plazo eficiente. Esta condición es que ningún generador puede tener una participación superior a 40% en la oferta energía máxima diaria. Se calcula como un porcentaje promedio de la oferta diaria máxima garantizada por cada generador, de acuerdo con la información que cada generador presenta en el sobre 1 de la subasta. Además, para evitar distorsiones, el indicador considera un ajuste por situaciones de control. 

Analizando el Proyecto y los demás documentos adjuntos, esta Superintendencia encontró que el Proyecto no representa riesgos para la libre competencia económica. La subasta contemplada en la Resolución 40590 de 2019 ya incluye incentivos y controles ante conductas anticompetitivas tanto para la oferta como para la demanda. Siempre y cuando no exista un agente lo suficientemente grande, no hay posibilidad para manipular la subasta. A julio de 2019, de acuerdo con datos de la UPME, que esta Superintendencia ha consultado, hay aproximadamente 653 proyectos vigentes que potencialmente participarían en la subasta. 

Teniendo en cuenta que el Proyecto establece un mecanismo para identificar las posibles situaciones de control, esta Superintendencia encuentra que la subasta propende por múltiples agentes. En cuanto al indicador de participación de 40%, esta Superintendencia considera que es un umbral razonable, pues la máxima diferencia que podría darse entre los dos agentes más grandes del mercado bajo este límite debe ser menor al 20% del inverso multiplicativo de la participación agregada de estos agentes. En su conjunto, estos elementos indican que se minimiza el riesgo de dominancia en la subasta y que persiguen el objetivo de concurrencia de actores en el mercado."
"19-190344","2019 Aug 23 12:00:00 AM","Ministerio de Minas y Energía","Proyecto de Resolución ""Por la cual se reglamenta el artículo 296 de la Ley 1955 de 2019""","Minas y Energía","2019 Sep 05 12:00:00 AM","Establecer un plazo en el cual se proceda a realizar la evaluación de la efectividad de la medida regulatoria contemplada en el proyecto.

Evaluar los resultados de la implementación del Proyecto de cara a loso niveles de concentración e intensidad de la libre competencia económica en el sector.","Resolución 40715 del 10 de septiembre de 2019","SI","SIN INFORMACIÓN"
"19-126870","2019 Jun 06 12:00:00 AM","Ministerio de Salud y Protección Social","Proyecto de Resolución ""Por la cual se establecen los requisitos sanitarios que debe cumplir el azúcar para consumo humano que se fabrique, almacene, transporte, importe y comercialice en el territorio nacional""","Salud y Protección Social","2019 Sep 05 12:00:00 AM","Abstenerse de expedir el Proyecto, hasta que cuente con la justificación científica que soporte la razonabilidad de los requisitos microbiológicos contenidos en el artículo 4 del Proyecto.

Estimar la evidencia suficiente del tiempo en que productores nacionales e internacionoales pueden implementar en sus procesos productivos tales requisitos, en aras de evitar que la medida se convierta en una barrera oculta al comercio internacional.","No fue expedida","N/A","SIN INFORMACIÓN"
"19-148911","2019 Jul 04 12:00:00 AM","Ministerio de Hacienda y Crédito Público","Proyecto de Decreto ""Por el cual se crea una sociedad por acciones que se denominará Grupo Financiero Nacional - GFN y se fija su régimen""","Hacienda y Crédito Público","2019 Sep 09 12:00:00 AM","La Superintendencia no formuló recomendaciones sobre el proyecto.","Decreto 2111 del 24 de noviembre de 2019","N/A","SIN INFORMACIÓN"
"19-200632","2019 Sep 04 12:00:00 AM","Departamento Nacional de Planeación","Proyecto de decreto “Por el cual se modifica la subsección 1 y se adiciona la subsección 2, de la Sección 6 del Capítulo 2 del Título 1, de la Parte 2, del Libro 2, Decreto 1082 de 2015, Decreto Único Reglamentario del Sector Administrativo de Planeación Nacional”","Planeación","2019 Sep 13 12:00:00 AM","La Superintendencia no formuló recomendaciones sobre el proyecto.","Decreto 2096 del 21 de noviembre de 2019","N/A","SIN INFORMACIÓN"
"19-198764","2019 Sep 02 12:00:00 AM","Ministerio de Minas y Energía","Proyecto de Resolución""Por la cual se define un mecanismo complementario de asignación de contratos de largo plazo de acuerdo con el artículo 6 de la Resolución MME 4 0591 de 2019""","Minas y Energía","2019 Sep 16 12:00:00 AM","Introducir en el Mecanismo Complementario, criterios objetivos para procurar una asignación eficiente de precios.

Establecer a través de la estructura tarifaria correspondiente, el mecanismo de traslado a los usuarios regulados, evitando un efecto explotativo como resultado del Mecanismo Complementario sobre los usuarios del servicio público de energía eléctrica.","Resolución 40725 del 18 de septiembre de 2019","SI","SIN INFORMACIÓN"
"19-179594","2019 Aug 12 12:00:00 AM","Agencia Nacional de Hidrocarburos","Proyecto de Acuerdo ""Por el cual se realizan modificaciones al Acuerdo No. 2 de 2017, que sustituyó el Acuerdo No. 4 de 2012, sobre criterios de administración y asignación de Áreas para Exploración y Explotación de los Hidrocarburos propiedad de la Nación, y sus modificaciones o adiciones posteriores; se expide el Reglamento de Contratación correspondiente, y se fijan reglas para la gestión y el seguimiento de los respectivos Contratos"".","Minas y Energía","2019 Sep 16 12:00:00 AM","La Superintendencia no formuló recomendaciones sobre el proyecto.","Acuerdo 6 del 9 de octubre de 2019","N/A","SIN INFORMACIÓN"
"19-153388","2019 Jul 10 12:00:00 AM","Departamento Nacional de Planeación","Proyecto de Decreto ""Por el cual se adoptan medidas en salud pública en relación con las plantas de beneficio animal, de desposte, de desprese y se dictan otras disposiciones""","Salud y Protección Social","2019 Sep 27 12:00:00 AM","La Superintendencia no formuló recomendaciones sobre el proyecto.","Decreto 1975 del 29 de octubre de 2019","N/A","SIN INFORMACIÓN"
"19-185490","2019 Aug 16 12:00:00 AM","Comisión de Regulación de Energía y Gas","Proyecto de Resolución: ""Fórmula de traslado en el componente de compras de energía al usuario regulado de los precios del mecanismo de contratación establecido en la Resolución 40590 de 2019""","Minas y Energía","2019 Sep 30 12:00:00 AM","Incluir el subíndice i en el valor N de las expresiones, para evidenciar la variación correspondiente frente al número de contratos adjudicados para cada comercializador.

 Establecer una metodología para el cálculo del valor α  para aquellos agentes que entren con posterioridad a enero de 2007.

Garantizar que todos los ponderadores utilizados para el cálculo de la fórmula del valor G_(m,i,j)  sumen 100%.

Revisar de manera estructural la fórmula propuesta para el valor G_(m,i,j) del mecanismo de remuneración de energía. Lo anterior, con el fin de simplificar las fórmulas, facilitar el entendimiento para todos los agentes y permitir la versatilidad de la fórmula de cara a la dinámica propia del mercado de energía.","Resolucion 129 del 04 de octubre de 2019","Parcialmente","SIN INFORMACIÓN"
"19-210553","2019 Sep 13 12:00:00 AM","Ministerio de Transporte","Proyecto de Resolución: “Por la cual se reglamenta el procedimiento de registro inicial de vehículos nuevos de servicio público y particular de carga de más 10.500 kilogramos, se determinan las condiciones y se reglamenta el procedimiento para aplicar al “Programa de modernización del parque automotor de carga” y se dictan otras disposiciones”","Transporte","2019 Sep 30 12:00:00 AM","Incluir un incentivo diferencial para los entrantes que quieran hacer el registro inicial de vehículos de transporte de carga con PBV superior a 10.500 kilogramos que operan con tecnologías limpias o de bajas emisiones a efectos de estimular la competencia a largo plazo con dichas tecnologías.","Resolución 5304 del 24 de octubre de 2019","NO","SIN INFORMACIÓN"
"19-211599","2019 Sep 16 12:00:00 AM","Comisión de Regulación de Energía y Gas","Proyecto de Resolución ""Por la cual se definen los principios, comportamientos, y procedimientos que deben cumplir los comercializadores en la celebración de contratos de energía destinados al mercado regulado""","Minas y Energía","2019 Sep 30 12:00:00 AM","Eliminar la regla mediante la cual se establece en el Proyecto que la omisión en la remisión de la información sobre la convocatoria puede constituiir una práctica contraria a la libre competencia económica.

Revisar la pertinencia y del sustento de adoptar la condición de un plazo de pago máximo por parte de los comercializadores.","Resolución 130 del 4 de octubre de 2019","SI","SIN INFORMACIÓN"
