"MUN-COMERCIAL","RAZON SOCIAL","FEC-MATRICULA","FEC-RENOVACION","ACTIVO-TOTAL","CIIU-1","CIIU-2","ORGANIZACION"
"44430 - MAICAO","TOHME JACQUES HANNA","19.940.224","20.220.513","5.873.366.583","G4644 ** Comercio al por mayor de aparatos y equipo de uso domestico",,"1"
"44001 - RIOHACHA","TRANSPORTE RAPIDO ARIJUNA S.A.S","19.940.607","20.220.526","640.897.000","H4921 ** Transporte de pasajeros",,"16"
"44279 - FONSECA","SUPERSERVICIOS DE LA GUAJIRA S.A.","19.940.614","20.220.328","5.113.634.000","R9200 ** Actividades de juegos de azar y apuestas",,"4"
"44001 - RIOHACHA","TRANSPORTES ESPECIALES FENIX S.A.S","19.960.607","20.220.322","2.053.048.000","H4921 ** Transporte de pasajeros","H4923 ** Transporte de carga por carretera","16"
"44001 - RIOHACHA","INGENIERIA Y CONSTRUCCIONES  GARANTIVA LTDA","19.950.907","20.220.610","1.816.697.563","F4220 ** Construccion de proyectos de servicio publico","F4290 ** Construccion de otras obras de ingenieria civil","3"
"44430 - MAICAO","IMPORTACIONES MACO LIMITADA","19.960.110","20.220.531","1.797.850.000","G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados",,"3"
"44430 - MAICAO","CANTILLO SANCHEZ Y CIA S.C.S.","19.960.717","20.220.331","692.028.216","L6810 ** Actividades inmobiliarias realizadas con bienes propios o arrendados",,"6"
"44001 - RIOHACHA","RAMIREZ HERNANDEZ NELSON DE JESUS","19.960.419","20.220.405","1.860.919.315","G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores","G4762 ** Comercio al por menor de articulos deportivos  en establecimientos especializados","1"
"44001 - RIOHACHA","SERVICIOS DE PREVENCION. PROTECCION Y SEGURIDAD SUPREMA LTDA","19.961.106","20.220.330","2.535.902.680","N8010 ** Actividades de seguridad privada","N8020 ** Actividades de servicios de sistemas de seguridad","3"
"44874 - VILLANUEVA","TV CABLE VILLANUEVA S.A.S","19.970.825","20.200.827","2.084.514.533","J6110 ** Actividades de telecomunicaciones alambricas","J6120 ** Actividades de telecomunicaciones inalambricas","16"
"44078 - BARRANCAS","SERVICENTRO EL CERREJON S.A.S","19.980.202","20.220.331","829.919.467","G4520 ** Mantenimiento y reparacion de vehiculos automotores",,"16"
"44001 - RIOHACHA","RED DE SERVICIOS DE LA GUAJIRA S.A.S.","19.960.611","20.220.325","5.610.482.000","R9200 ** Actividades de juegos de azar y apuestas",,"16"
"44001 - RIOHACHA","VERGEL ORTEGA EUFEMIANO","19.961.011","20.220.330","875.560.000","G4731 ** Comercio al por menor de combustible para automotores",,"1"
"44001 - RIOHACHA","BRITO CHOLES EDEL","19.970.103","20.220.502","1.150.000.000","G4741 ** Comercio al por menor de computadores  equipos perifericos  programas de informatica y equipos de telecomunicaciones en establecimientos especializados","G4659 ** Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.","1"
"44001 - RIOHACHA","INSTITUTO PARA EL DESARROLLO DE LAS INTELIGENCIAS MULTIPLES (I.D.P.H.U)","19.970.212","20.220.405","1.953.072.080","P8512 ** Educacion preescolar","P8513 ** Educacion basica primaria","3"
"44378 - HATONUEVO","RESTAURANTE Y LAVANDERIA ALBANIA LTDA","19.970.213","20.220.331","588.461.000","I5621 ** Catering para eventos","I5611 ** Expendio a la mesa de comidas preparadas","3"
"44001 - RIOHACHA","TRANSPORTES YOSU S.A.S","19.790.423","20.220.330","743.544.600","H4921 ** Transporte de pasajeros","H4923 ** Transporte de carga por carretera","16"
"44430 - MAICAO","HERNANDEZ PINTO S. EN C.S.","19.970.731","20.220.420","634.066.441","L6810 ** Actividades inmobiliarias realizadas con bienes propios o arrendados","G4642 ** Comercio al por mayor de prendas de vestir","6"
"44001 - RIOHACHA","GOMEZ Y PUGLIESE INGENIERIA S.A.S","19.790.608","20.220.331","1.758.726.005","F4112 ** Construccion de edificios no residenciales","F4111 ** Construccion de edificios residenciales","16"
"44001 - RIOHACHA","CONSTRUIMOS DE LA GUAJIRA EMPRESA UNIPERSONAL","19.970.922","20.220.331","3.910.066.670","G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados","G4663 ** Comercio al por mayor de materiales de construccion  articulos de ferreteria  pinturas  productos de vidrio  equipo y materiales de fontaneria y calefaccion","11"
"44001 - RIOHACHA","INDIESCO LTDA","19.971.107","20.220.331","2.177.742.399","N7830 ** Otras actividades de provisión de talento humano","N8129 ** Otras actividades de limpieza de edificios e instalaciones industriales","3"
"44430 - MAICAO","GOMEZ CORREA JOSE FERNANDO","19.980.324","20.220.330","685.900.000","G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco","G4729 ** Comercio al por menor de otros productos alimenticios n.c.p.  en establecimientos especializados","1"
"44001 - RIOHACHA","BERNIER CATAÑO ALVARO ANDRES","19.980.716","20.220.331","623.310.000","G4741 ** Comercio al por menor de computadores  equipos perifericos  programas de informatica y equipos de telecomunicaciones en establecimientos especializados",,"1"
"44001 - RIOHACHA","RIOS DANIES FRANCISCO RAMON","19.980.820","20.220.331","5.840.040.140","F4220 ** Construccion de proyectos de servicio publico","G4663 ** Comercio al por mayor de materiales de construccion  articulos de ferreteria  pinturas  productos de vidrio  equipo y materiales de fontaneria y calefaccion","1"
"44035 - ALBANIA","MULTISERVICIOS DE LA GUAJIRA & CIA LIMITADA","19.980.821","20.220.317","524.160.000","F4390 ** Otras actividades especializadas para la construccion de edificios y obras de ingenieria civil","E3900 ** Actividades de saneamiento ambiental y otros servicios de gestion de desechos","3"
"44430 - MAICAO","IMPORTADORA STAR LIMITADA","19.981.118","20.220.713","743.203.000","G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados",,"3"
"44847 - URIBIA","INDUSTRIA SALINERA DEL CARIBE S.A.S.","20.010.515","20.220.330","29.481.491.369","C1089 ** Elaboracion de otros productos alimenticios n.c.p.","G4690 ** Comercio al por mayor no especializado","16"
"44430 - MAICAO","INVERSIONES LA FRONTERA S.A.S","19.990.204","20.220.330","574.853.457","G4690 ** Comercio al por mayor no especializado",,"16"
"44430 - MAICAO","EDUARDO LINERO FRAGOZO","19.990.301","20.220.331","961.571.164","G4731 ** Comercio al por menor de combustible para automotores",,"1"
"44001 - RIOHACHA","DYKHOFF OROZCO RAFAEL CASIMIRO","19.990.728","20.220.323","1.508.510.110","G4520 ** Mantenimiento y reparacion de vehiculos automotores","G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores","1"
"44430 - MAICAO","HENRIQUEZ GONZALEZ ROSARIO","19.810.214","20.220.406","2.502.318.000","G4731 ** Comercio al por menor de combustible para automotores","H4923 ** Transporte de carga por carretera","1"
"44430 - MAICAO","SOCIEDAD PORTUARIA DE LA PENINSULA S.A.","19.991.221","20.210.610","2.561.816.000","H5222 ** Actividades de puertos y servicios complementarios para el transporte acuatico",,"4"
"44001 - RIOHACHA","BLANCO BARROS LUIS EDUARDO","20.000.121","20.220.331","1.356.735.000","C3110 ** Fabricacion de muebles","G4741 ** Comercio al por menor de computadores  equipos perifericos  programas de informatica y equipos de telecomunicaciones en establecimientos especializados","1"
"44001 - RIOHACHA","J.P. CONSTRUCCIONES LIMITADA","20.000.208","20.220.714","3.621.210.059","F4112 ** Construccion de edificios no residenciales","F4210 ** Construccion de carreteras y vias de ferrocarril","3"
"44001 - RIOHACHA","ECOADMINISTRAR LIMITADA","20.000.518","20.220.328","3.785.542.750","F4330 ** Terminacion y acabado de edificios y obras de ingenieria civil","M7020 ** Actividades de consultoria de gestion","3"
"44430 - MAICAO","CONFECCIONES MAZU S.A.S","20.000.726","20.220.331","593.222.000","G4771 ** Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimientos especializados",,"16"
"44430 - MAICAO","SOCIEDAD MOLINO DISALMAR Y COMPAÑIA LIMITADA","20.000.802","20.220.324","3.444.478.824","C1089 ** Elaboracion de otros productos alimenticios n.c.p.","G4690 ** Comercio al por mayor no especializado","3"
"44001 - RIOHACHA","EXPRESO ALMIRANTE PADILLA S.A.","19.720.812","20.220.418","2.350.203.796","H4921 ** Transporte de pasajeros","H4921 ** Transporte de pasajeros","4"
"44001 - RIOHACHA","JARDIN INFANTIL MARIA MONTESORI LTDA.","19.830.627","20.220.328","1.874.984.199","P8530 ** Establecimientos que combinan diferentes niveles de educacion",,"3"
"44650 - SAN JUAN DEL CESAR","FUENTES CUJIA MARIA LUISA","19.920.108","20.210.921","775.432.833","G4761 ** Comercio al por menor de libros  periodicos  materiales y articulos de papeleria y escritorio  en establecimientos especializados",,"1"
"44001 - RIOHACHA","ELECTRONORTE LIMITADA","19.840.627","20.220.405","638.283.058","F4321 ** Instalaciones electricas",,"3"
"44001 - RIOHACHA","DICON INGENIERIA E INVERSIONES S.A.S.","19.840.705","20.220.330","3.292.673.722","F4210 ** Construccion de carreteras y vias de ferrocarril","F4112 ** Construccion de edificios no residenciales","16"
"44001 - RIOHACHA","DEL PRADO AMAYA REBECA REMEDIOS","19.840.716","20.200.710","818.992.461","G4642 ** Comercio al por mayor de prendas de vestir","G4772 ** Comercio al por menor de todo tipo de calzado y articulos de cuero y sucedaneos del cuero en establecimientos especializados","1"
"44001 - RIOHACHA","MOVIL PERALTA ROSANA","20.000.906","20.220.412","2.093.600.710","N7710 ** Alquiler y arrendamiento de vehiculos automotores","H4921 ** Transporte de pasajeros","1"
"44090 - DIBULLA","ALVAREZ RUIZ GIOVANNI FRANCISCO","20.000.927","20.220.601","745.924.993","G4731 ** Comercio al por menor de combustible para automotores","G4732 ** Comercio al por menor de lubricantes (aceites  grasas)  aditivos y productos de limpieza para vehiculos automotores","1"
"44001 - RIOHACHA","INVERSIONES GALUE S.A.S.","19.841.101","20.210.308","2.671.031.252","F4111 ** Construccion de edificios residenciales","I5511 ** Alojamiento en hoteles","16"
"44430 - MAICAO","AGUAS DE LA PENINSULA S.A. E.S.P.","20.001.229","20.220.331","15.636.167.000","E3600 ** Captacion  tratamiento y distribucion de agua",,"4"
"44001 - RIOHACHA","ESTACION DE SERVICIO LOS JOSE S.A.S","20.010.124","20.190.403","1.486.054.052","G4731 ** Comercio al por menor de combustible para automotores","G4661 ** Comercio al por mayor de combustibles solidos  liquidos  gaseosos y productos conexos","16"
"44001 - RIOHACHA","J.R. FONSECA INGENIERIA S.A.S.","20.010.206","20.220.325","2.736.198.254","M7112 ** Actividades de ingeniería y otras actividades conexas de consultoría técnica","F4290 ** Construccion de otras obras de ingenieria civil","16"
"44430 - MAICAO","TRANSPORTADORA MARÍTIMA EL CARMEN S.A.S","20.010.215","20.220.513","580.700.000","H5012 ** Transporte de carga maritimo y de cabotaje",,"16"
"44001 - RIOHACHA","TECNIFRENOS LA QUINCE LIMITADA","20.010.213","20.220.421","1.248.240.848","G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores","G4520 ** Mantenimiento y reparacion de vehiculos automotores","3"
"44001 - RIOHACHA","AVANZADAS SOLUCIONES DE ACUEDUCTO Y ALCANTARILLADO S.A E.S.P. ASAA S.A. E.S.P","20.010.302","20.220.331","11.847.847.000","E3600 ** Captacion  tratamiento y distribucion de agua","E3700 ** Evacuacion y tratamiento de aguas residuales","4"
"44001 - RIOHACHA","ESECO LTDA","20.010.402","20.220.330","4.588.263.920","F4290 ** Construccion de otras obras de ingenieria civil","M7112 ** Actividades de ingeniería y otras actividades conexas de consultoría técnica","3"
"44001 - RIOHACHA","ASESORES EMPRESARIALES Y CONSTRUCTORES S.A.S.","20.010.405","20.220.330","4.031.165.077","F4290 ** Construccion de otras obras de ingenieria civil","M7020 ** Actividades de consultoria de gestion","16"
"44279 - FONSECA","BETA INGENIERIA Y CIA SAS","20.010.511","20.220.330","5.625.121.127","F4220 ** Construccion de proyectos de servicio publico","F4210 ** Construccion de carreteras y vias de ferrocarril","16"
"44001 - RIOHACHA","CONSTRUSIERRA LIMITADA","20.010.706","20.220.613","800.645.700","F4290 ** Construccion de otras obras de ingenieria civil","F4210 ** Construccion de carreteras y vias de ferrocarril","3"
"44078 - BARRANCAS","CENTRO DE RECONOCIMIENTO DE CONDUCTORES SALUD & TRABAJO S.A.S IPS","20.010.723","20.220.331","724.098.795","Q8691 ** Actividades de apoyo diagnostico","Q8692 ** Actividades de apoyo terapeutico","16"
"44279 - FONSECA","INVERSIONES INTEGRAL SAS","20.010.816","20.220.214","621.281.000","C3110 ** Fabricacion de muebles","G4741 ** Comercio al por menor de computadores  equipos perifericos  programas de informatica y equipos de telecomunicaciones en establecimientos especializados","16"
"44847 - URIBIA","CONSTRUCTORES DEL CARIBE S.A.S","20.010.822","20.220.331","12.535.849.825","F4210 ** Construccion de carreteras y vias de ferrocarril","F4390 ** Otras actividades especializadas para la construccion de edificios y obras de ingenieria civil","16"
"44430 - MAICAO","PUERTA VELEZ GABRIEL BERNARDO","20.010.913","20.220.301","1.351.805.000","C1104 ** Elaboracion de bebidas no alcoholicas  produccion de aguas minerales y otras aguas embotelladas",,"1"
"44078 - BARRANCAS","MILCIADES SOTO Y COMPAÑIA S.A.S","20.011.005","20.220.527","3.723.970.702","F4210 ** Construccion de carreteras y vias de ferrocarril","F4220 ** Construccion de proyectos de servicio publico","16"
"44001 - RIOHACHA","YAMAHA GUAJIRA LIMITADA","20.011.101","20.180.626","2.005.446.122","G4542 ** Mantenimiento y reparacion de motocicletas y de sus partes y piezas","G4541 ** Comercio de motocicletas y de sus partes  piezas y accesorios","3"
"44560 - MANAURE","WAYUU S.A. E.S.P.","20.011.129","20.220.413","2.995.489.000","D3511 ** Generacion de energia electrica","E3600 ** Captacion  tratamiento y distribucion de agua","4"
"44001 - RIOHACHA","PROYECTOS Y SUMINISTROS GUAJIRA S.A.S","20.020.116","20.220.331","935.368.860","G4649 ** Comercio al por mayor de otros utensilios domesticos n.c.p.","G4659 ** Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.","16"
"44001 - RIOHACHA","SOCIEDAD PEDAGOGICA CERROMAR S.A.S.","20.020.124","20.220.325","799.816.735","P8530 ** Establecimientos que combinan diferentes niveles de educacion",,"16"
"44430 - MAICAO","IMPORTADORA Y DISTRIBUIDORA DE COMBUSTIBLE ORIANA S.A.S","20.020.131","20.220.108","1.166.756.836","H5210 ** Almacenamiento y deposito","G4661 ** Comercio al por mayor de combustibles solidos  liquidos  gaseosos y productos conexos","16"
"44279 - FONSECA","INSTITUTO CRISTO REY LIMITADA","19.851.002","20.220.727","1.126.915.000","P8530 ** Establecimientos que combinan diferentes niveles de educacion","H4921 ** Transporte de pasajeros","3"
"44001 - RIOHACHA","MEG INVERSIONES S.A.S.","20.020.305","20.210.331","1.987.159.663","F4112 ** Construccion de edificios no residenciales","F4220 ** Construccion de proyectos de servicio publico","16"
"44001 - RIOHACHA","I.C.A. ASOCIADOS S.A.S","20.020.326","20.220.524","2.403.024.900","F4290 ** Construccion de otras obras de ingenieria civil","G4651 ** Comercio al por mayor de computadores  equipo periferico y programas de informatica","16"
"44001 - RIOHACHA","COMPAÑIA DE VIGILANCIA Y SEGURIDAD GUAJIRA LIMITADA","19.851.031","20.220.324","1.396.470.000","N8010 ** Actividades de seguridad privada",,"3"
"44001 - RIOHACHA","PINEDA ALVAREZ CRISPULO","19.930.323","20.220.408","2.431.394.013","G4731 ** Comercio al por menor de combustible para automotores","G4663 ** Comercio al por mayor de materiales de construccion  articulos de ferreteria  pinturas  productos de vidrio  equipo y materiales de fontaneria y calefaccion","1"
"44001 - RIOHACHA","SEIPRODEG LIMITADA","20.020.607","20.220.323","840.855.361","M7112 ** Actividades de ingeniería y otras actividades conexas de consultoría técnica","F4290 ** Construccion de otras obras de ingenieria civil","3"
"44001 - RIOHACHA","GUTIERREZ TORRES EDWIN HELVES","20.020.702","20.220.329","2.409.328.825","M7112 ** Actividades de ingeniería y otras actividades conexas de consultoría técnica","F4390 ** Otras actividades especializadas para la construccion de edificios y obras de ingenieria civil","1"
"44650 - SAN JUAN DEL CESAR","EMPRESA DE INGENIERIA EN SERVICIOS Y CONSTRUCCIONES LIMITADA EMISERCO LTDA","20.020.802","20.220.330","1.134.121.884","M7112 ** Actividades de ingeniería y otras actividades conexas de consultoría técnica","C3314 ** Mantenimiento y reparacion especializado de equipo electrico","3"
"44078 - BARRANCAS","TRANSPORTE ESPECIAL LA MINA  S.A.S.","20.021.206","20.220.331","4.755.217.033","H4921 ** Transporte de pasajeros","N7710 ** Alquiler y arrendamiento de vehiculos automotores","16"
"44430 - MAICAO","ESTACION DE SERVICIOS LA REINA S.A.S","20.030.318","20.220.421","634.122.789","G4731 ** Comercio al por menor de combustible para automotores",,"16"
"44001 - RIOHACHA","MOLINOS DE VIENTO BRAEWIN S.A.S.","20.030.428","20.220.419","616.239.000","C2812 ** Fabricacion de equipos de potencia hidraulica y neumatica","C3312 ** Mantenimiento y reparacion especializado de maquinaria y equipo","16"
"44090 - DIBULLA","AGROEMABEL LTDA","20.030.701","20.220.404","723.449.582","G4620 ** Comercio al por mayor de materias primas agropecuarias  animales vivos","G4723 ** Comercio al por menor de carnes (incluye aves de corral)  productos carnicos  pescados y productos de mar  en establecimientos especializados","3"
"44430 - MAICAO","OJEDA HERNANDEZ S.C.","20.030.715","20.030.715","600.000.000","L6810 ** Actividades inmobiliarias realizadas con bienes propios o arrendados",,"6"
"44001 - RIOHACHA","UNIDAD DE CUIDADOS INTENSIVOS RENACER LIMITADA","20.030.805","20.220.412","27.478.442.000","Q8610 ** Actividades de hospitales y clinicas  con internacion",,"3"
"44001 - RIOHACHA","MOSCOTE FREYLE LUCINDA ELENA","20.031.114","20.220.221","946.833.054","I5621 ** Catering para eventos","I5611 ** Expendio a la mesa de comidas preparadas","1"
"44430 - MAICAO","DISTRIBUIDORA RAZU S.A.S","20.040.304","20.220.331","2.617.231.511","G4721 ** Comercio al por menor de productos agricolas para el consumo en establecimientos especializados","G4631 ** Comercio al por mayor de productos alimenticios","16"
"44650 - SAN JUAN DEL CESAR","VEGA MINDIOLA FREDIS JOSE","20.040.304","20.220.331","1.146.738.272","G4731 ** Comercio al por menor de combustible para automotores","G4732 ** Comercio al por menor de lubricantes (aceites  grasas)  aditivos y productos de limpieza para vehiculos automotores","1"
"44110 - EL MOLINO","CONSTRUMOL S.A.S","20.040.324","20.220.302","604.324.799","F4220 ** Construccion de proyectos de servicio publico","F4290 ** Construccion de otras obras de ingenieria civil","16"
"44847 - URIBIA","GONZALEZ BRITO JUAN CARLOS","20.040.324","20.220.428","711.786.600","I5611 ** Expendio a la mesa de comidas preparadas","I5630 ** Expendio de bebidas alcoholicas para el consumo dentro del establecimiento","1"
"44430 - MAICAO","INVERSIONES ISSA Y CIA S. EN C.","20.040.420","20.220.329","8.439.963.000","L6810 ** Actividades inmobiliarias realizadas con bienes propios o arrendados","G4610 ** Comercio al por mayor a cambio de una retribucion o por contrata","6"
"44078 - BARRANCAS","GEOCONSTRUCCIONES LIMITADA","20.040.802","20.220.504","590.361.382","M7112 ** Actividades de ingeniería y otras actividades conexas de consultoría técnica","M7111 ** Actividades de arquitectura","3"
"44847 - URIBIA","CONSTRUCCIONES CONSULTORIAS & SERVICIOS S.A.S.","20.040.806","20.220.502","2.561.415.150","F4290 ** Construccion de otras obras de ingenieria civil","M7020 ** Actividades de consultoria de gestion","16"
"44001 - RIOHACHA","URMEDICAS V.I.P. S.A.S","20.040.810","20.220.510","4.930.268.120","Q8699 ** Otras actividades de atencion de la salud humana",,"16"
"44430 - MAICAO","JIMENEZ CAMARGO JAIRO","20.041.006","20.220.427","1.207.685.000","F4290 ** Construccion de otras obras de ingenieria civil","F4112 ** Construccion de edificios no residenciales","1"
"44078 - BARRANCAS","P.S. MULTISERVICIOS S.A.S","20.041.117","20.220.330","570.321.728","F4290 ** Construccion de otras obras de ingenieria civil","N7710 ** Alquiler y arrendamiento de vehiculos automotores","16"
"44001 - RIOHACHA","INGEN&AR LTDA","20.041.230","20.220.331","5.861.481.128","F4290 ** Construccion de otras obras de ingenieria civil","M7111 ** Actividades de arquitectura","3"
"44001 - RIOHACHA","SOCIEDAD TRANSPORTADORA DE CARGA ALCALGUE S.A.S.","20.050.120","20.220.221","3.043.079.529","H4923 ** Transporte de carga por carretera","H4921 ** Transporte de pasajeros","16"
"44001 - RIOHACHA","BARROS DAZA ANA MILENA","20.050.303","20.220.331","669.211.284","M7410 ** Actividades especializadas de diseño","M7310 ** Publicidad","1"
"44430 - MAICAO","NOREÑA ALZATE JORGE WILLIAM","20.050.407","20.220.330","1.204.693.000","G4631 ** Comercio al por mayor de productos alimenticios","I5511 ** Alojamiento en hoteles","1"
"44001 - RIOHACHA","GEOINGENIERIA LIMITADA","20.050.422","20.220.502","5.765.704.924","F4290 ** Construccion de otras obras de ingenieria civil","F4220 ** Construccion de proyectos de servicio publico","3"
"44001 - RIOHACHA","ASES LABORALES LTDA","20.050.513","20.220.330","1.050.626.000","N7820 ** Actividades de empresas de servicios temporales","N7830 ** Otras actividades de provisión de talento humano","3"
"44430 - MAICAO","INGENIERIA TOPOGRAFIA Y ARQUITECTURA INGTOPARQ LTDA","20.051.117","20.220.407","3.857.397.000","F4210 ** Construccion de carreteras y vias de ferrocarril","F4290 ** Construccion de otras obras de ingenieria civil","3"
"44001 - RIOHACHA","BIORECUPERAR INGENIERIA LTDA","20.051.122","20.220.324","1.264.314.153","A0161 ** Actividades de apoyo a la agricultura","M7111 ** Actividades de arquitectura","3"
"44430 - MAICAO","OCEAN TRADING S.A.S.","20.060.124","20.220.622","1.437.284.000","G4632 ** Comercio al por mayor de bebidas y tabaco","G4644 ** Comercio al por mayor de aparatos y equipo de uso domestico","16"
"44078 - BARRANCAS","ING.MINCIVIL S.A.S.","20.060.201","20.211.012","550.601.557","M7112 ** Actividades de ingeniería y otras actividades conexas de consultoría técnica","F4290 ** Construccion de otras obras de ingenieria civil","16"
"44430 - MAICAO","INVERSIONES TORO FRANCO S.A.S EN LIQUIDACION","20.060.308","20.150.331","814.277.852","G4632 ** Comercio al por mayor de bebidas y tabaco","G4724 ** Comercio al por menor de bebidas y productos del tabaco  en establecimientos especializados","16"
"44001 - RIOHACHA","MEDISER I.P.S. S.A.S.","20.060.608","20.220.401","3.300.629.562","Q8621 ** Actividades de la practica medica  sin internacion",,"16"
"44035 - ALBANIA","E.M.R. MINERA S.A.S","20.060.727","20.220.331","641.121.000","G4520 ** Mantenimiento y reparacion de vehiculos automotores","C3312 ** Mantenimiento y reparacion especializado de maquinaria y equipo","16"
"44847 - URIBIA","JOSE ANTONIO CASTRO SANCHEZ","20.060.822","20.220.331","1.754.760.000","N8230 ** Organizacion de convenciones y eventos comerciales","I5621 ** Catering para eventos","1"
"44279 - FONSECA","ENRIQUE GRIEGO BARROS E.U.","20.060.919","20.200.923","613.507.017","M7110 ** Actividades de arquitectura e ingenieria y otras actividades conexas de consultoria tecnica","F4290 ** Construccion de otras obras de ingenieria civil","11"
"44001 - RIOHACHA","R & B INGENIERIA S.A.S","20.061.027","20.220.331","691.233.992","F4290 ** Construccion de otras obras de ingenieria civil","G4663 ** Comercio al por mayor de materiales de construccion  articulos de ferreteria  pinturas  productos de vidrio  equipo y materiales de fontaneria y calefaccion","16"
"44001 - RIOHACHA","DOTACIONES Y SUMINISTROS DE MI PUEBLO LTDA.","20.061.107","20.220.401","4.521.751.784","G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados",,"3"
"44001 - RIOHACHA","CENTRO DE DIAGNOSTICO AUTOMOTOR CHECKAR S.A.S.","20.061.201","20.220.614","500.856.688","M7120 ** Ensayos y analisis tecnicos","H5221 ** Actividades de estaciones  vias y servicios complementarios para el transporte terrestre","16"
"44001 - RIOHACHA","MEDICENTER ESPECIALIZADO LTDA","20.070.307","20.220.329","5.359.146.434","Q8621 ** Actividades de la practica medica  sin internacion",,"3"
"44090 - DIBULLA","RESERVATE LIMITADA","20.070.316","20.220.330","668.934.000","A0210 ** Silvicultura y otras actividades forestales","A0220 ** Extraccion de madera","3"
"44001 - RIOHACHA","ASEO Y SALUD (A&S) S.A. E.S.P.","20.070.324","20.220.608","1.969.823.086","E3812 ** Recoleccion de desechos peligrosos","E3900 ** Actividades de saneamiento ambiental y otros servicios de gestion de desechos","4"
"44847 - URIBIA","SERVYCONS DEL CARIBE S.A.S.","20.070.413","20.220.125","1.502.479.500","M7112 ** Actividades de ingeniería y otras actividades conexas de consultoría técnica","M7020 ** Actividades de consultoria de gestion","16"
"44430 - MAICAO","PROVECONS WAYUU LTDA","20.070.523","20.220.614","9.238.208.000","G4620 ** Comercio al por mayor de materias primas agropecuarias  animales vivos","G4663 ** Comercio al por mayor de materiales de construccion  articulos de ferreteria  pinturas  productos de vidrio  equipo y materiales de fontaneria y calefaccion","3"
"44001 - RIOHACHA","VILLERO VEGA LUIS EDUARDO","20.070.703","20.210.405","824.000.000","I5512 ** Alojamiento en apartahoteles","L6820 ** Actividades inmobiliarias realizadas a cambio de una retribucion o por contrata","1"
"44430 - MAICAO","SIERRA PEREZ E HIJOS S.A.S","20.070.713","20.220.301","3.293.250.410","G4732 ** Comercio al por menor de lubricantes (aceites  grasas)  aditivos y productos de limpieza para vehiculos automotores","G4731 ** Comercio al por menor de combustible para automotores","16"
"44279 - FONSECA","TCP COMUNICACIONES S.A.S","20.070.911","20.220.331","939.031.883","J6190 ** Otras actividades de telecomunicaciones","M7220 ** Investigaciones y desarrollo experimental en el campo de las ciencias sociales y las humanidades","16"
"44001 - RIOHACHA","ELECTROMECANICOS Y CIVILES INGENIERIA S.A.S","20.070.919","20.220.330","5.504.141.292","F4290 ** Construccion de otras obras de ingenieria civil","C3312 ** Mantenimiento y reparacion especializado de maquinaria y equipo","16"
"44001 - RIOHACHA","ALVAREZ ZAPA NAFER JOSE","20.071.122","20.220.527","6.934.664.000","G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco","G4761 ** Comercio al por menor de libros  periodicos  materiales y articulos de papeleria y escritorio  en establecimientos especializados","1"
"44001 - RIOHACHA","UNISALUD DE LA GUAJIRA E.U.","20.071.126","20.220.331","851.001.694","Q8622 ** Actividades de la practica odontologica","Q8621 ** Actividades de la practica medica  sin internacion","11"
"44430 - MAICAO","L & M INGENIERIA S.A.S.","20.080.110","20.220.404","850.236.905","F4290 ** Construccion de otras obras de ingenieria civil","M7020 ** Actividades de consultoria de gestion","16"
"44001 - RIOHACHA","AUTOEXPRESS    SAS","20.080.129","20.210.806","786.769.944","H4921 ** Transporte de pasajeros",,"16"
"44035 - ALBANIA","ALDOROMER S.A.S","20.080.211","20.220.330","1.284.000.000","F4220 ** Construccion de proyectos de servicio publico","N7710 ** Alquiler y arrendamiento de vehiculos automotores","16"
"44001 - RIOHACHA","CLINICA DE DIAGNOSTICO ORAL IPS LIMITADA","20.080.212","20.220.330","843.046.608","Q8622 ** Actividades de la practica odontologica",,"3"
